,Source language,Translation 1
498,"( ( FrontOf ( a , a ) ∧ LeftOf ( a , a ) ) → Adjoins ( a , a ) ) ∨ ¬ ( Even ( b ) ∧ Pet ( a ) )","at least one of these holds : \n\t• if a is in front of itself and a is to the left of itself , then a is adjacent to itself \n\t• it is not the case that b is even and a is a pet"
499,¬ ( Tet ( a ) ∨ ∀ x Small ( b ) ),"it is not the case that a is a tetrahedron or for all x , b is small"
500,¬ ∃ x ( Student ( a ) ∨ Even ( x ) ),it is not the case that there is an element x such that a is a student or x is even
501,"∀ x ∀ y SameSize ( x , x ) → ∃ z ( Person ( z ) → Medium ( a ) )","if for all x , for all y , x is of the same size as itself , then there is an element z such that if z is a person , then a is medium"
502,( ∃ x Medium ( x ) → ∀ x Medium ( x ) ) ∨ ( ( Small ( a ) ∧ Small ( a ) ) → Small ( b ) ),"at least one of these holds : \n\t• if there is an element x such that x is medium , then for all x , x is medium \n\t• if a is small and small , then b is small"
503,∀ x ∃ x ∀ y Person ( a ),"for all x , there is an element x such that for all y , a is a person"
504,( ∃ x Prime ( x ) ∨ ( Large ( a ) → Cube ( b ) ) ) → ¬ Dodec ( c ),"if at least one of these holds : \n\t• there is an element x such that x is a prime \n\t• if a is large , then b is a cube , then c is not a dodecahedron"
505,"¬ ( Person ( a ) ∨ ¬ SameRow ( a , a ) )",it is not the case that a is a person or a is not in the same row as a
506,"∃ x ¬ Person ( a ) ∧ ( ¬ Small ( a ) ∧ ( Cube ( a ) ∨ Adjoins ( b , b ) ) )","all these hold : \n\t• there is an element x such that a is not a person , a is not small \n\t• a is a cube or b is adjacent to itself"
507,"¬ ( ∃ x SameCol ( a , b ) → ∃ y Prime ( y ) )","it is not the case that if there is an element x such that a is in the same column as b , then there is an element y such that y is a prime"
508,"¬ ∃ x Adjoins ( a , x )",it is not the case that there is an element x such that a is adjacent to x
509,∃ x ( ¬ Medium ( x ) ∨ ∀ y Pet ( x ) ),"there is an element x such that x is not medium or for all y , x is a pet"
510,"∃ x ( ( Pet ( a ) ∨ Student ( a ) ) ∧ ( Tet ( a ) ∧ SameCol ( b , a ) ) )","there is an element x such that all these hold : \n\t• a is a pet or a is a student , a is a tetrahedron \n\t• b is in the same column as a"
511,"( ∀ x Dodec ( a ) → ¬ Even ( a ) ) ∧ ∃ x ( SameCol ( a , b ) ∨ Smaller ( x , x ) )","all these hold : \n\t• if for all x , a is a dodecahedron , then a is not even \n\t• there is an element x such that a is in the same column as b or x is smaller than itself"
512,¬ ( Pet ( a ) → Pet ( a ) ) ∨ ( Medium ( b ) ∨ ¬ Prime ( a ) ),"it is not the case that if a is a pet , then a is a pet , b is medium or a is not a prime"
513,"∃ x ¬ ( SameCol ( a , b ) → Medium ( a ) )","there is an element x such that it is not the case that if a is in the same column as b , then a is medium"
514,¬ ( ( Medium ( a ) ∨ Prime ( b ) ) ∧ ∀ x Cube ( b ) ),"it is not the case that all these hold : \n\t• a is medium or b is a prime \n\t• for all x , b is a cube"
515,"∃ x ¬ LeftOf ( a , b ) → ( ( Prime ( b ) ∧ Small ( a ) ) → ∀ y Larger ( a , y ) )","if there is an element x such that a is not to the left of b , then if b is a prime and a is small , then for all y , a is larger than y"
516,"∃ x ∃ x ¬ BackOf ( a , x )",there is an element x such that there is an element x such that a is not in back of x
517,"( ( Pet ( a ) → Medium ( b ) ) → ∀ x Dodec ( a ) ) ∧ ¬ ∃ y FrontOf ( y , y )","all these hold : \n\t• if if a is a pet , then b is medium , then for all x , a is a dodecahedron \n\t• it is not the case that there is an element y such that y is in front of itself"
518,"¬ ∀ x LeftOf ( a , b ) ∧ ∃ x Prime ( x )","it is not the case that for all x , a is to the left of b and there is an element x such that x is a prime"
519,"( ( Adjoins ( a , a ) ∧ Tet ( b ) ) ∨ ¬ Medium ( a ) ) ∧ Medium ( a )",at least one of these holds : \n\t• a is adjacent to itself and b is a tetrahedron \n\t• a is not medium and a is medium
520,¬ ( ¬ Medium ( a ) ∧ ¬ Small ( b ) ),it is not the case that a is not medium and b is not small
521,"∃ x ∃ x ( RightOf ( x , x ) ∨ Prime ( a ) )",there is an element x such that there is an element x such that x is to the right of itself or a is a prime
522,"Even ( a ) ∧ ( ¬ SameCol ( b , b ) ∧ ( Large ( a ) ∨ Small ( b ) ) )","all these hold : \n\t• a is even , b is not in the same column as b \n\t• a is large or b is small"
523,"( ( SameShape ( a , a ) ∨ Pet ( b ) ) → ¬ Tet ( c ) ) ∨ Prime ( b )","at least one of these holds : \n\t• if a is of the same shape as itself or b is a pet , then c is not a tetrahedron \n\t• b is a prime"
524,"∀ x ( ∀ y SameRow ( a , b ) ∧ ∀ y Prime ( x ) )","for all x , for all y , a is in the same row as b and for all y , x is a prime"
525,Tet ( a ) → ( ( Student ( b ) → Medium ( b ) ) ∧ ∃ x Pet ( a ) ),"if a is a tetrahedron , then all these hold : \n\t• if b is a student , then b is medium \n\t• there is an element x such that a is a pet"
526,"¬ ∀ x SameCol ( x , a ) ∧ ∀ x Larger ( a , b )","it is not the case that for all x , x is in the same column as a and for all x , a is larger than b"
527,∃ x ( ∃ y Small ( a ) → ∀ x Cube ( x ) ),"there is an element x such that if there is an element y such that a is small , then for all x , x is a cube"
528,"∀ x ∀ x Pet ( a ) ∨ ∀ x ∀ x RightOf ( x , x )","for all x , for all x , a is a pet or for all x , for all x , x is to the right of itself"
529,"¬ ( Medium ( a ) ∨ Pet ( b ) ) ∨ ( ∃ x SameCol ( c , x ) ∧ ( RightOf ( b , c ) ∧ Large ( b ) ) )","at least one of these holds : \n\t• it is not the case that a is medium or b is a pet \n\t• there is an element x such that c is in the same column as x , b is to the right of c and b is large"
530,"∀ x ( Tet ( x ) ∨ SameCol ( x , x ) ) ∨ ∀ x ( Small ( x ) ∧ BackOf ( a , a ) )","for all x , x is a tetrahedron or x is in the same column as itself or for all x , x is small and a is in back of itself"
531,"( ( Pet ( a ) → SameSize ( a , a ) ) ∨ ( Cube ( a ) ∧ Medium ( b ) ) ) ∨ ∀ x ∀ x Small ( x )","at least one of these holds : \n\t• if a is a pet , then a is of the same size as itself , a is a cube and b is medium \n\t• for all x , for all x , x is small"
532,Small ( a ) → ∀ x ( Medium ( x ) → Student ( x ) ),"if a is small , then for all x , if x is medium , then x is a student"
533,( ( Small ( a ) → Small ( a ) ) → Prime ( a ) ) ∧ Large ( a ),"all these hold : \n\t• if if a is small , then a is small , then a is a prime \n\t• a is large"
534,"∃ x ( ( Pet ( a ) ∨ Smaller ( b , c ) ) ∨ ( Even ( x ) → Large ( x ) ) )","there is an element x such that at least one of these holds : \n\t• a is a pet , b is smaller than c \n\t• if x is even , then x is large"
535,¬ ¬ Pet ( a ) ∧ ∀ x Student ( x ),"it is not the case that a is not a pet and for all x , x is a student"
536,"¬ ( ( Even ( a ) → LeftOf ( b , a ) ) ∧ Medium ( a ) )","it is not the case that all these hold : \n\t• if a is even , then b is to the left of a \n\t• a is medium"
537,( ∃ x Even ( a ) → ∃ x Even ( a ) ) → ¬ ∃ y Medium ( b ),"if if there is an element x such that a is even , then there is an element x such that a is even , then it is not the case that there is an element y such that b is medium"
538,"¬ ( Smaller ( a , a ) ∨ ( BackOf ( b , a ) ∧ Small ( a ) ) )",it is not the case that at least one of these holds : \n\t• a is smaller than itself \n\t• b is in back of a and a is small
539,"∀ x ¬ Dodec ( a ) ∧ ( ( Large ( b ) ∧ SameCol ( c , d ) ) ∨ Medium ( e ) )","for all x , a is not a dodecahedron and at least one of these holds : \n\t• b is large and c is in the same column as d \n\t• e is medium"
540,"¬ ( Medium ( a ) ∧ RightOf ( a , b ) ) → Even ( b )","if it is not the case that a is medium and to the right of b , then b is even"
541,¬ ∃ x ∃ x Medium ( a ),it is not the case that there is an element x such that there is an element x such that a is medium
542,"¬ ( ¬ Tet ( a ) → ∃ x BackOf ( a , x ) )","it is not the case that if a is not a tetrahedron , then there is an element x such that a is in back of x"
543,"¬ ( ∀ x BackOf ( x , a ) ∧ ( LeftOf ( a , b ) ∨ Even ( c ) ) )","it is not the case that all these hold : \n\t• for all x , x is in back of a \n\t• a is to the left of b or c is even"
544,"∃ x ( Small ( a ) → Larger ( a , x ) ) ∨ ( ∃ y RightOf ( a , a ) ∨ ( Student ( a ) ∧ Prime ( b ) ) )","at least one of these holds : \n\t• there is an element x such that if a is small , then a is larger than x , there is an element y such that a is to the right of itself \n\t• a is a student and b is a prime"
545,Tet ( a ) ∨ ( ( Small ( a ) ∧ Prime ( a ) ) ∧ ∀ x Cube ( x ) ),"at least one of these holds : \n\t• a is a tetrahedron \n\t• a is small , a is a prime and for all x , x is a cube"
546,"¬ ( LeftOf ( a , a ) → SameSize ( a , b ) ) ∨ RightOf ( b , c )","it is not the case that if a is to the left of itself , then a is of the same size as b or b is to the right of c"
547,"( ∀ x RightOf ( x , a ) ∨ ¬ Dodec ( b ) ) → ( ( RightOf ( b , a ) ∧ Even ( c ) ) ∨ ∃ x Even ( a ) )","if for all x , x is to the right of a or b is not a dodecahedron , then at least one of these holds : \n\t• b is to the right of a and c is even \n\t• there is an element x such that a is even"
548,"∀ x ( ( RightOf ( x , a ) ∧ Large ( b ) ) → ∃ x Medium ( x ) )","for all x , if x is to the right of a and b is large , then there is an element x such that x is medium"
549,"Smaller ( a , b ) → ∀ x ( Larger ( a , c ) ∧ SameCol ( d , x ) )","if a is smaller than b , then for all x , a is larger than c and d is in the same column as x"
550,"( ∃ x SameShape ( x , x ) ∨ ∃ x Large ( x ) ) ∨ ∀ x ∀ y Small ( a )","there is an element x such that x is of the same shape as itself , there is an element x such that x is large or for all x , for all y , a is small"
551,¬ ∃ x Pet ( x ) ∨ ∃ x ∃ x Dodec ( x ),it is not the case that there is an element x such that x is a pet or there is an element x such that there is an element x such that x is a dodecahedron
552,¬ ( Dodec ( a ) ∨ Dodec ( a ) ) ∨ ∀ x Person ( x ),"it is not the case that a is a dodecahedron or a is a dodecahedron or for all x , x is a person"
553,"( ¬ SameCol ( a , a ) ∨ ( Larger ( a , a ) ∧ BackOf ( b , c ) ) ) → ¬ ( Person ( b ) ∨ Prime ( b ) )","if at least one of these holds : \n\t• a is not in the same column as a \n\t• a is larger than itself and b is in back of c , then it is not the case that b is a person or b is a prime"
554,∀ x ¬ Large ( x ) ∨ ( Pet ( a ) → ¬ Student ( a ) ),"at least one of these holds : \n\t• for all x , x is not large \n\t• if a is a pet , then a is not a student"
555,"∀ x ( ∀ x Cube ( a ) → Larger ( x , b ) )","for all x , if for all x , a is a cube , then x is larger than b"
556,"¬ ( ¬ Pet ( a ) ∧ ∀ x Smaller ( x , a ) )","it is not the case that a is not a pet and for all x , x is smaller than a"
557,"Medium ( a ) → ( ¬ SameCol ( b , b ) ∧ ∀ x Adjoins ( x , x ) )","if a is medium , then b is not in the same column as b and for all x , x is adjacent to itself"
558,"∀ x ∃ x SameRow ( x , x ) ∨ ( ( Dodec ( a ) ∧ Cube ( b ) ) ∧ Small ( b ) )","at least one of these holds : \n\t• for all x , there is an element x such that x is in the same row as itself \n\t• a is a dodecahedron , b is a cube and b is small"
559,∀ x ∀ y ( Dodec ( x ) → Person ( y ) ),"for all x , for all y , if x is a dodecahedron , then y is a person"
560,"¬ ( ( Even ( a ) → Medium ( a ) ) ∨ Larger ( a , b ) )","it is not the case that at least one of these holds : \n\t• if a is even , then a is medium \n\t• a is larger than b"
561,∃ x ( ( Even ( x ) ∧ Pet ( x ) ) → ( Tet ( a ) → Medium ( a ) ) ),"there is an element x such that if x is even and x is a pet , then if a is a tetrahedron , then a is medium"
562,"( ∃ x Student ( x ) ∨ ∃ x Pet ( x ) ) → ¬ ( Pet ( a ) ∨ Smaller ( b , c ) )","if there is an element x such that x is a student or there is an element x such that x is a pet , then it is not the case that a is a pet or b is smaller than c"
563,"¬ ∀ x ( Even ( x ) ∧ SameSize ( a , x ) )","it is not the case that for all x , x is even and a is of the same size as x"
564,"Larger ( a , b ) ∨ ( Adjoins ( a , b ) ∧ ¬ Student ( b ) )",at least one of these holds : \n\t• a is larger than b \n\t• a is adjacent to b and b is not a student
565,"¬ ∀ x ( RightOf ( x , x ) ∨ Small ( x ) )","it is not the case that for all x , x is to the right of itself or x is small"
566,"¬ ¬ ¬ LeftOf ( a , b )",it is not the case that it is not the case that a is not to the left of b
567,¬ ( ∀ x Even ( a ) ∨ ¬ Medium ( a ) ),"it is not the case that for all x , a is even or a is not medium"
568,"∀ x ( ( SameShape ( a , x ) ∧ Prime ( x ) ) ∨ ∀ x Adjoins ( x , a ) )","for all x , at least one of these holds : \n\t• a is of the same shape as x and x is a prime \n\t• for all x , x is adjacent to a"
569,∃ x ( ( Small ( x ) → Medium ( a ) ) ∨ Person ( a ) ),"there is an element x such that at least one of these holds : \n\t• if x is small , then a is medium \n\t• a is a person"
570,"∃ x ( Medium ( x ) → SameCol ( a , a ) ) ∨ ∃ x ∀ x Small ( x )","there is an element x such that if x is medium , then a is in the same column as itself or there is an element x such that for all x , x is small"
571,∀ x ∀ y Even ( a ) ∧ ¬ ¬ Person ( b ),"for all x , for all y , a is even and it is not the case that b is not a person"
572,∀ x ∀ y Medium ( a ),"for all x , for all y , a is medium"
573,"∃ x ( Small ( x ) ∧ Larger ( a , b ) ) ∧ Large ( a )",there is an element x such that x is small and a is larger than b and a is large
574,¬ ∃ x ∃ x Prime ( x ),it is not the case that there is an element x such that there is an element x such that x is a prime
575,"∀ x Large ( a ) ∨ ∀ y ( FrontOf ( b , a ) ∧ Even ( c ) )","for all x , a is large or for all y , b is in front of a and c is even"
576,"∀ x ( Large ( x ) ∧ Small ( x ) ) ∧ ( ∀ x Medium ( a ) ∨ ∃ y Larger ( y , b ) )","all these hold : \n\t• for all x , x is large and small \n\t• for all x , a is medium or there is an element y such that y is larger than b"
577,∃ x ¬ Student ( x ) → ∀ y ∀ x Pet ( y ),"if there is an element x such that x is not a student , then for all y , for all x , y is a pet"
578,"( ( Small ( a ) ∨ SameCol ( a , a ) ) ∧ ∀ x SameSize ( x , a ) ) ∧ ¬ ¬ Pet ( b )","all these hold : \n\t• a is small or a is in the same column as itself , for all x , x is of the same size as a \n\t• it is not the case that b is not a pet"
579,"¬ ( SameSize ( a , b ) ∨ Tet ( b ) ) ∧ ¬ ( Medium ( a ) → Medium ( b ) )","it is not the case that a is of the same size as b or b is a tetrahedron and it is not the case that if a is medium , then b is medium"
580,"∃ x ( ¬ SameShape ( a , x ) ∧ Small ( x ) )",there is an element x such that a is not of the same shape as x and x is small
581,∃ x ¬ ( Prime ( a ) → Student ( x ) ),"there is an element x such that it is not the case that if a is a prime , then x is a student"
582,"∃ x ( FrontOf ( a , x ) → Small ( a ) ) ∨ ¬ ( Smaller ( b , c ) ∧ LeftOf ( d , d ) )","there is an element x such that if a is in front of x , then a is small or it is not the case that b is smaller than c and d is to the left of itself"
583,"( Pet ( a ) → FrontOf ( b , c ) ) ∧ ( Medium ( d ) ∧ ( Larger ( e , b ) → Prime ( d ) ) )","all these hold : \n\t• if a is a pet , then b is in front of c , d is medium \n\t• if e is larger than b , then d is a prime"
584,"( ∃ x SameSize ( x , a ) → ∀ y Student ( y ) ) → ∀ z ( Dodec ( a ) → Small ( a ) )","if if there is an element x such that x is of the same size as a , then for all y , y is a student , then for all z , if a is a dodecahedron , then a is small"
585,¬ ¬ ( Small ( a ) ∨ Small ( b ) ),it is not the case that it is not the case that a or b is small
586,"( Small ( a ) ∧ ∃ x FrontOf ( x , a ) ) → ¬ ∃ x SameCol ( a , x )","if a is small and there is an element x such that x is in front of a , then it is not the case that there is an element x such that a is in the same column as x"
587,∃ x ( Pet ( x ) ∧ ∀ y Dodec ( y ) ),"there is a pet x such that for all y , y is a dodecahedron"
588,¬ ∃ x Even ( a ) ∨ Even ( b ),it is not the case that there is an element x such that a is even or b is even
589,"( ( SameShape ( a , a ) → Dodec ( b ) ) → ¬ Student ( c ) ) ∧ ¬ ¬ Even ( d )","all these hold : \n\t• if if a is of the same shape as itself , then b is a dodecahedron , then c is not a student \n\t• it is not the case that d is not even"
590,"∀ x ∃ x Smaller ( a , x )","for all x , there is an element x such that a is smaller than x"
591,"∃ x ¬ Medium ( x ) ∧ ( ¬ Cube ( a ) → ¬ SameRow ( a , a ) )","all these hold : \n\t• there is an element x such that x is not medium \n\t• if a is not a cube , then a is not in the same row as a"
592,¬ ( ( Even ( a ) ∧ Even ( b ) ) ∨ ¬ Student ( c ) ),it is not the case that a and b are even or c is not a student
593,"∀ x ( ( Smaller ( a , x ) ∨ Even ( b ) ) → ¬ Large ( x ) )","for all x , if a is smaller than x or b is even , then x is not large"
594,∀ x ( ( Small ( a ) ∨ Person ( x ) ) ∨ ( Small ( x ) ∧ Medium ( x ) ) ),"for all x , a is small , x is a person or x is small and medium"
595,"( ∃ x Tet ( a ) → ( Cube ( b ) ∧ FrontOf ( a , a ) ) ) ∧ ∀ x ¬ FrontOf ( x , x )","all these hold : \n\t• if there is an element x such that a is a tetrahedron , then b is a cube and a is in front of itself \n\t• for all x , x is not in front of x"
596,"∀ x ( ¬ LeftOf ( a , x ) ∨ ∃ y Small ( b ) )","for all x , a is not to the left of x or there is an element y such that b is small"
597,"∀ x ( ¬ Larger ( x , a ) ∨ ∀ x Medium ( a ) )","for all x , x is not larger than a or for all x , a is medium"
598,"( ¬ SameRow ( a , a ) ∨ ∃ x Large ( x ) ) ∧ ( ( Even ( a ) ∧ Dodec ( a ) ) → Prime ( b ) )","all these hold : \n\t• a is not in the same row as a or there is an element x such that x is large \n\t• if a is even and a is a dodecahedron , then b is a prime"
599,"∃ x ( ( FrontOf ( x , x ) ∨ BackOf ( x , a ) ) → ( Tet ( a ) ∨ Small ( b ) ) )","there is an element x such that if x is in front of itself or x is in back of a , then a is a tetrahedron or b is small"
600,"¬ ( Medium ( a ) → SameSize ( a , a ) ) → ∀ x ( Small ( b ) ∨ Pet ( b ) )","if it is not the case that if a is medium , then a is of the same size as itself , then for all x , b is small or b is a pet"
601,"¬ ( FrontOf ( a , b ) ∧ Tet ( a ) ) ∨ SameShape ( c , b )",it is not the case that a is in front of b and a is a tetrahedron or c is of the same shape as b
602,"¬ ( Smaller ( a , b ) ∧ SameCol ( c , c ) ) ∨ ∃ x ∀ x Medium ( d )","it is not the case that a is smaller than b and c is in the same column as itself or there is an element x such that for all x , d is medium"
603,"( Cube ( a ) → ∃ x Large ( x ) ) ∨ ∀ x ( RightOf ( x , b ) ∨ Larger ( c , d ) )","at least one of these holds : \n\t• if a is a cube , then there is an element x such that x is large \n\t• for all x , x is to the right of b or c is larger than d"
604,( ¬ Pet ( a ) ∨ Pet ( b ) ) → ¬ ( Even ( c ) ∧ Small ( d ) ),"if a is not a pet or b is a pet , then it is not the case that c is even and d is small"
605,"¬ ( ∀ x Small ( x ) ∨ ¬ SameSize ( a , b ) )","it is not the case that for all x , x is small or a is not of the same size as b"
606,"∀ x ¬ Medium ( x ) ∧ ¬ ¬ SameShape ( a , b )","for all x , x is not medium and it is not the case that a is not of the same shape as b"
607,"∀ x ¬ ( Student ( a ) ∨ Smaller ( x , a ) )","for all x , it is not the case that a is a student or x is smaller than a"
608,"∃ x ( ( Large ( x ) → Prime ( x ) ) ∧ ∀ x LeftOf ( x , x ) )","there is an element x such that all these hold : \n\t• if x is large , then x is a prime \n\t• for all x , x is to the left of itself"
609,¬ Dodec ( a ) → ∃ x ( Cube ( a ) ∧ Student ( b ) ),"if a is not a dodecahedron , then there is an element x such that a is a cube and b is a student"
610,"∀ x ∃ y ( SameSize ( a , y ) → BackOf ( x , x ) )","for all x , there is an element y such that if a is of the same size as y , then x is in back of itself"
611,"∃ x ( RightOf ( a , x ) ∨ Pet ( b ) ) ∨ SameShape ( b , b )",there is an element x such that a is to the right of x or b is a pet or b is of the same shape as itself
612,∃ x ( ∀ x Prime ( x ) ∧ Pet ( a ) ),"there is an element x such that for all x , x is a prime and a is a pet"
613,( ( Cube ( a ) ∨ Large ( a ) ) ∧ ( Person ( a ) ∧ Prime ( a ) ) ) ∨ Medium ( b ),"all these hold : \n\t• a is a cube or a is large , a is a person \n\t• a is a prime or b is medium"
614,"∀ x ( ( Tet ( a ) ∧ Tet ( a ) ) → ¬ Smaller ( x , b ) )","for all x , if a is a tetrahedron and a is a tetrahedron , then x is not smaller than b"
615,"∃ x ∃ x Smaller ( a , a )",there is an element x such that there is an element x such that a is smaller than itself
616,¬ ¬ Even ( a ) ∨ ( ∀ x Large ( x ) → Medium ( b ) ),"at least one of these holds : \n\t• it is not the case that a is not even \n\t• if for all x , x is large , then b is medium"
617,∃ x ¬ Tet ( x ) ∧ ( ( Person ( a ) → Even ( a ) ) → ∀ y Prime ( b ) ),"all these hold : \n\t• there is an element x such that x is not a tetrahedron \n\t• if if a is a person , then a is even , then for all y , b is a prime"
618,"( ¬ Smaller ( a , b ) ∨ ∃ x SameSize ( x , x ) ) ∨ ( ∃ x Student ( x ) ∧ Small ( b ) )","at least one of these holds : \n\t• a is not smaller than b , there is an element x such that x is of the same size as itself \n\t• there is an element x such that x is a student and b is small"
619,"¬ ( ( Adjoins ( a , b ) ∨ Cube ( a ) ) ∧ Medium ( a ) )",it is not the case that all these hold : \n\t• a is adjacent to b or a is a cube \n\t• a is medium
620,∀ x ( ( Medium ( a ) ∨ Large ( x ) ) → ¬ Small ( b ) ),"for all x , if a is medium or x is large , then b is not small"
621,"∃ x ( ( Small ( a ) → Prime ( b ) ) ∨ ∀ x FrontOf ( x , a ) )","there is an element x such that at least one of these holds : \n\t• if a is small , then b is a prime \n\t• for all x , x is in front of a"
622,"∀ x ∃ y Larger ( a , y )","for all x , there is an element y such that a is larger than y"
623,∀ x ∀ x ( Person ( x ) ∧ Student ( a ) ),"for all x , for all x , x is a person and a is a student"
624,∀ x ∃ y ( Small ( a ) → Person ( a ) ),"for all x , there is an element y such that if a is small , then a is a person"
625,"∀ x ( ¬ Tet ( a ) ∨ ¬ Adjoins ( x , a ) )","for all x , a is not a tetrahedron or x is not adjacent to a"
626,"( ¬ Smaller ( a , b ) ∨ Person ( c ) ) ∨ ¬ ( Pet ( d ) → Prime ( d ) )","a is not smaller than b , c is a person or it is not the case that if d is a pet , then d is a prime"
627,"¬ ( Small ( a ) → Large ( a ) ) → ( ¬ BackOf ( b , b ) ∨ Small ( b ) )","if it is not the case that if a is small , then a is large , then b is not in back of b or b is small"
628,"¬ Tet ( a ) ∨ ( ( Student ( a ) → SameSize ( a , a ) ) → ( SameCol ( a , a ) ∨ FrontOf ( b , b ) ) )","at least one of these holds : \n\t• a is not a tetrahedron \n\t• if if a is a student , then a is of the same size as itself , then a is in the same column as itself or b is in front of itself"
629,∀ x ∃ y ∀ x Student ( a ),"for all x , there is an element y such that for all x , a is a student"
630,¬ ∃ x ( Tet ( x ) ∨ Student ( x ) ),it is not the case that there is an element x such that x is a tetrahedron or x is a student
631,"∀ x ( SameShape ( x , a ) ∨ RightOf ( x , x ) ) ∨ ∀ y ∀ x Student ( y )","for all x , x is of the same shape as a or x is to the right of itself or for all y , for all x , y is a student"
632,"¬ ( Dodec ( a ) ∨ Even ( b ) ) ∧ ∀ x ( LeftOf ( c , x ) → Larger ( d , x ) )","it is not the case that a is a dodecahedron or b is even and for all x , if c is to the left of x , then d is larger than x"
633,"¬ ∃ x FrontOf ( a , b ) ∧ ∀ x Person ( x )","it is not the case that there is an element x such that a is in front of b and for all x , x is a person"
634,"Adjoins ( a , b ) ∨ ( ( SameCol ( a , b ) ∧ Dodec ( a ) ) ∧ Prime ( c ) )","at least one of these holds : \n\t• a is adjacent to b \n\t• a is in the same column as b , a is a dodecahedron and c is a prime"
635,"∃ x ( ( SameCol ( a , x ) ∧ SameSize ( a , x ) ) → Large ( a ) )","there is an element x such that if a is in the same column as x and of the same size as x , then a is large"
636,∃ x ∃ x Large ( a ) → ∃ x ¬ Person ( x ),"if there is an element x such that there is an element x such that a is large , then there is an element x such that x is not a person"
637,"¬ ∀ x Even ( a ) ∨ ( ¬ Adjoins ( a , b ) → ∃ x Cube ( x ) )","at least one of these holds : \n\t• it is not the case that for all x , a is even \n\t• if a is not adjacent to b , then there is an element x such that x is a cube"
638,"( ( Cube ( a ) → Small ( b ) ) ∧ ( Adjoins ( b , b ) ∧ Even ( c ) ) ) → Even ( d )","if all these hold : \n\t• if a is a cube , then b is small , b is adjacent to itself \n\t• c is even , then d is even"
639,"( ∀ x Tet ( x ) → ( Large ( a ) ∧ Smaller ( b , a ) ) ) ∧ ¬ ( FrontOf ( c , a ) ∧ BackOf ( a , a ) )","all these hold : \n\t• if for all x , x is a tetrahedron , then a is large and b is smaller than a \n\t• it is not the case that c is in front of a and a is in back of itself"
640,"¬ ( ∃ x Larger ( x , x ) → ( Medium ( a ) → Medium ( a ) ) )","it is not the case that if there is an element x such that x is larger than itself , then if a is medium , then a is medium"
641,∃ x ∃ x Person ( x ),there is an element x such that there is an element x such that x is a person
642,"∃ x Large ( x ) ∨ ( ∀ x Smaller ( a , b ) ∨ ( Student ( b ) ∧ Even ( c ) ) )","at least one of these holds : \n\t• there is an element x such that x is large , for all x , a is smaller than b \n\t• b is a student and c is even"
643,"∃ x ( ∀ x Student ( x ) → SameShape ( a , x ) )","there is an element x such that if for all x , x is a student , then a is of the same shape as x"
644,∃ x ∀ x ¬ Dodec ( x ),"there is an element x such that for all x , x is not a dodecahedron"
645,Cube ( a ) ∨ ( ¬ Medium ( b ) ∨ ¬ Small ( a ) ),"a is a cube , b is not medium or a is not small"
646,∃ x ¬ ∀ y Even ( a ),"there is an element x such that it is not the case that for all y , a is even"
647,∃ x ( ∃ x Small ( a ) ∧ ( Small ( x ) ∨ Large ( x ) ) ),there is an element x such that there is an element x such that a is small and x is small or large
648,"( ∃ x Dodec ( x ) → ∀ y Cube ( a ) ) → ( Adjoins ( b , a ) ∧ ∃ y Dodec ( y ) )","if if there is an element x such that x is a dodecahedron , then for all y , a is a cube , then b is adjacent to a and there is an element y such that y is a dodecahedron"
649,Tet ( a ) ∨ ( Even ( b ) ∧ ∀ x Even ( x ) ),"at least one of these holds : \n\t• a is a tetrahedron \n\t• b is even and for all x , x is even"
650,Student ( a ) ∨ ( ∃ x Prime ( x ) ∧ ∀ x Even ( b ) ),"at least one of these holds : \n\t• a is a student \n\t• there is an element x such that x is a prime and for all x , b is even"
651,"∃ x ( Larger ( a , a ) → ∀ x Even ( x ) )","there is an element x such that if a is larger than itself , then for all x , x is even"
652,∃ x ¬ ∀ x Medium ( x ),"there is an element x such that it is not the case that for all x , x is medium"
653,"∀ x ∃ y ( LeftOf ( a , x ) ∧ Dodec ( y ) )","for all x , there is an element y such that a is to the left of x and y is a dodecahedron"
654,∀ x ∀ y ¬ Dodec ( a ),"for all x , for all y , a is not a dodecahedron"
655,∀ x ¬ ( Medium ( x ) → Small ( a ) ),"for all x , it is not the case that if x is medium , then a is small"
656,"∃ x ( Prime ( x ) ∨ SameShape ( a , x ) ) → ∃ y ( Cube ( b ) → Large ( a ) )","if there is an element x such that x is a prime or a is of the same shape as x , then there is an element y such that if b is a cube , then a is large"
657,"∀ x ∃ y SameCol ( a , a )","for all x , there is an element y such that a is in the same column as itself"
658,"∀ x ∀ x ∀ y Adjoins ( x , a )","for all x , for all x , for all y , x is adjacent to a"
659,"∀ x ( Large ( x ) ∨ Larger ( a , x ) ) ∧ ( ∀ y Even ( y ) ∧ ( Medium ( b ) → Large ( b ) ) )","all these hold : \n\t• for all x , x is large or a is larger than x , for all y , y is even \n\t• if b is medium , then b is large"
660,"∀ x ¬ SameCol ( x , x ) → ∃ y Tet ( y )","if for all x , x is not in the same column as x , then there is an element y such that y is a tetrahedron"
661,"¬ ( SameShape ( a , a ) ∨ ¬ Dodec ( b ) )",it is not the case that a is of the same shape as itself or b is not a dodecahedron
